gmina_code,gmina_name,year,tot_pop,working_pop,higher,post_secondary,secondary,secondary_general,secondary_vocational,vocational,primary
1217011,Zakopane (1),1998,29521,15549,2525,,8215,,,4440,7078
1217022,Biały Dunajec (2),1998,5949,2994,78,,374,,,784,2646
1217032,Bukowina Tatrzańska (2),1998,10930,5549,165,,854,,,1506,4717
1217042,Kościelisko (2),1998,7057,3715,212,,796,,,1094,2813
1217052,Poronin (2),1998,9268,4671,224,,881,,,1432,3732
1218000,Powiat wadowicki,1998,145714,74429,3765,,19546,,,33588,44989
1218013,Andrychów (3),1998,41222,21690,1497,,6321,,,9325,11450
1218014,Andrychów - miasto (4),1998,22219,11860,1232,,4401,,,4703,5097
1218015,Andrychów - obszar wiejski (5),1998,19003,9830,265,,1920,,,4622,6353
1218022,Brzeźnica (2),1998,9612,4809,99,,819,,,2135,3738
1218033,Kalwaria Zebrzydowska (3),1998,18201,9092,376,,2163,,,5028,5560
1218034,Kalwaria Zebrzydowska - miasto (4),1998,4699,2271,206,,914,,,1175,1292
1218035,Kalwaria Zebrzydowska - obszar wiejski (5),1998,13502,6821,170,,1249,,,3853,4268
1218042,Lanckorona (2),1998,5511,2706,56,,449,,,1195,1927
1218052,Mucharz (2),1998,4081,2061,49,,473,,,926,1439
1218062,Spytkowice (2),1998,8275,4262,76,,747,,,1903,3053
1218072,Stryszów (2),1998,6472,3216,57,,506,,,1631,2209
1218082,Tomice (2),1998,6385,3078,106,,599,,,1520,2160
1218093,Wadowice (3),1998,34126,17669,1317,,6325,,,7153,9306
1218094,Wadowice - miasto (4),1998,18360,9742,1104,,4587,,,3394,3912
1218095,Wadowice - obszar wiejski (5),1998,15766,7927,213,,1738,,,3759,5394
1218102,Wieprz (2),1998,11829,5846,132,,1144,,,2772,4147
1219000,Powiat wielicki,1998,93420,47722,2678,,13845,,,21052,27586
1219012,Biskupice (2),1998,7457,3828,70,,666,,,1665,2490
1219022,Gdów (2),1998,14346,6872,208,,1336,,,3122,5078
1219032,Kłaj (2),1998,10315,5074,249,,1496,,,2447,2901
1219043,Niepołomice (3),1998,18952,9598,483,,2898,,,4539,5512
1219044,Niepołomice - miasto (4),1998,6869,3547,281,,1363,,,1608,1554
1219045,Niepołomice - obszar wiejski (5),1998,12083,6051,202,,1535,,,2931,3958
1219053,Wieliczka (3),1998,42350,22350,1668,,7449,,,9279,11605
1219054,Wieliczka - miasto (4),1998,17740,9652,1266,,4586,,,3427,4030
1219055,Wieliczka - obszar wiejski (5),1998,24610,12698,402,,2863,,,5852,7575
1261000,Powiat m. Kraków,1998,746627,425511,94185,,216532,,,122591,146757
1261011,Kraków (1),1998,746627,425511,94185,,216532,,,122591,146757
1262000,Powiat m. Nowy Sącz,1998,75206,38296,5484,,20018,,,12764,13771
1262011,Nowy Sącz (1),1998,75206,38296,5484,,20018,,,12764,13771
1263000,Powiat m. Tarnów,1998,118881,63211,9388,,30365,,,21628,24716
1263011,Tarnów (1),1998,118881,63211,9388,,30365,,,21628,24716
1400000,MAZOWIECKIE,1998,4997845,2653426,366013,,1103832,,,712319,1340768
1401000,Powiat białobrzeski,1998,33597,15729,555,,3129,,,4856,12131
1401013,Białobrzegi (3),1998,9979,4991,358,,1766,,,1599,2702
1401014,Białobrzegi - miasto (4),1998,7284,3682,336,,1564,,,1138,1791
1401015,Białobrzegi - obszar wiejski (5),1998,2695,1309,22,,202,,,461,911
1401022,Promna (2),1998,5988,2802,51,,420,,,955,2384
1401032,Radzanów (2),1998,3976,1782,30,,199,,,569,1525
1401042,Stara Błotnica (2),1998,4891,2166,38,,229,,,669,2063
1401052,Stromiec (2),1998,5828,2656,47,,293,,,689,2213
1401063,Wyśmierzyce (3),1998,2935,1332,31,,222,,,375,1244
1401064,Wyśmierzyce - miasto (4),1998,826,386,20,,107,,,104,315
1401065,Wyśmierzyce - obszar wiejski (5),1998,2109,946,11,,115,,,271,929
1402000,Powiat ciechanowski,1998,90036,46124,3241,,16455,,,12919,26746
1402011,Ciechanów (1),1998,42208,22538,2688,,11345,,,5546,9640
1402022,Ciechanów (2),1998,5985,3022,54,,629,,,977,2285
1402033,Glinojeck (3),1998,8119,4012,99,,817,,,1157,2802
1402034,Glinojeck - miasto (4),1998,2522,1230,62,,436,,,326,727
1402035,Glinojeck - obszar wiejski (5),1998,5597,2782,37,,381,,,831,2075
1402042,Gołymin-Ośrodek (2),1998,4472,2179,51,,397,,,826,1447
1402052,Grudusk (2),1998,4306,2143,55,,530,,,692,1420
1402062,Ojrzeń (2),1998,4615,2278,28,,382,,,728,1699
1402072,Opinogóra Górna (2),1998,6475,3247,61,,706,,,1035,2389
1402082,Regimin (2),1998,5270,2641,46,,574,,,828,1967
1402092,Sońsk (2),1998,8586,4064,159,,1075,,,1130,3097
1403000,Powiat garwoliński,1998,104371,49052,1720,,12898,,,16243,33925
1403011,Garwolin (1),1998,14778,7340,769,,3851,,,2042,3317
1403021,Łaskarzew (1),1998,4472,2188,61,,599,,,648,1574
1403032,Borowie (2),1998,5167,2413,36,,440,,,867,1905
1403042,Garwolin (2),1998,11506,5168,176,,1422,,,1927,4061
1403052,Górzno (2),1998,6199,2769,44,,624,,,1015,1962
1403062,Łaskarzew (2),1998,5088,2323,28,,397,,,807,1936
1403072,Maciejowice (2),1998,7659,3622,66,,647,,,1050,2603
1403082,Miastków Kościelny (2),1998,5544,2449,43,,401,,,819,1898
1403092,Parysów (2),1998,4134,1881,17,,228,,,494,1716
1403103,Pilawa (3),1998,9572,4789,107,,1234,,,1754,2983
1403104,Pilawa - miasto (4),1998,3174,1669,57,,564,,,617,883
1403105,Pilawa - obszar wiejski (5),1998,6398,3120,50,,670,,,1137,2100
1403112,Sobolew (2),1998,8245,3835,97,,928,,,1344,2554
1403122,Trojanów (2),1998,8248,3924,88,,674,,,1408,2723
1403132,Wilga (2),1998,5175,2487,59,,580,,,827,1644
1403143,Żelechów (3),1998,8584,3864,129,,873,,,1241,3049
1403144,Żelechów - miasto (4),1998,3938,1788,116,,600,,,592,1237
1403145,Żelechów - obszar wiejski (5),1998,4646,2076,13,,273,,,649,1812
1404000,Powiat gostyniński,1998,48807,25058,1060,,6834,,,7050,17013
1404011,Gostynin (1),1998,18633,10050,773,,4242,,,2562,5243
1404022,Gostynin (2),1998,12744,6381,135,,1063,,,2015,5276
1404032,Pacyna (2),1998,4568,2270,39,,361,,,572,1967
1404042,Sanniki (2),1998,6829,3428,73,,708,,,1032,2414
1404052,Szczawin Kościelny (2),1998,6033,2929,40,,460,,,869,2113
1405000,Powiat grodziski,1998,69897,37130,3294,,15291,,,11260,20720
1405011,Milanówek (1),1998,14562,7751,1151,,4238,,,2074,3704
1405021,Podkowa Leśna (1),1998,3390,1717,526,,1155,,,309,664
1405032,Baranów (2),1998,5149,2538,51,,486,,,940,1937
1405043,Grodzisk Mazowiecki (3),1998,32856,17923,1334,,7677,,,5401,9573
1405044,Grodzisk Mazowiecki - miasto (4),1998,24591,13602,1207,,6609,,,3916,6546
1405045,Grodzisk Mazowiecki - obszar wiejski (5),1998,8265,4321,127,,1068,,,1485,3027
1405052,Jaktorów (2),1998,8645,4521,174,,1289,,,1602,2859
1405062,Żabia Wola (2),1998,5295,2680,58,,446,,,934,1983
1406000,Powiat grójecki,1998,107692,55323,2579,,14764,,,17248,37562
1406012,Belsk Duży (2),1998,6782,3471,139,,938,,,1090,2391
1406022,Błędów (2),1998,8312,4237,98,,775,,,1356,3279
1406032,Chynów (2),1998,9166,4648,103,,838,,,1691,3666
1406042,Goszczyn (2),1998,2958,1395,31,,278,,,449,1212
1406053,Grójec (3),1998,22154,12005,892,,4539,,,3613,6351
1406054,Grójec - miasto (4),1998,14211,7891,777,,3559,,,2252,3564
1406055,Grójec - obszar wiejski (5),1998,7943,4114,115,,980,,,1361,2787
1406062,Jasieniec (2),1998,5387,2717,72,,503,,,952,2103
1406073,Mogielnica (3),1998,9866,4905,138,,912,,,1218,4249
1406074,Mogielnica - miasto (4),1998,2806,1441,102,,457,,,330,1061
1406075,Mogielnica - obszar wiejski (5),1998,7060,3464,36,,455,,,888,3188
1406083,Nowe Miasto nad Pilicą (3),1998,10043,4894,322,,1367,,,1267,2998
1406084,Nowe Miasto nad Pilicą - miasto (4),1998,4535,2325,277,,1043,,,569,1095
1406085,Nowe Miasto nad Pilicą - obszar wiejski (5),1998,5508,2569,45,,324,,,698,1903
1406092,Pniewy (2),1998,4455,2232,61,,360,,,721,1627
1406102,Tarczyn (2),1998,9681,5055,214,,1466,,,1580,3245
1406113,Warka (3),1998,18888,9764,509,,2788,,,3311,6441
1406114,Warka - miasto (4),1998,10329,5529,375,,2017,,,1842,2890
1406115,Warka - obszar wiejski (5),1998,8559,4235,134,,771,,,1469,3551
1407000,Powiat kozienicki,1998,65839,31837,1549,,8766,,,10915,20617
1407012,Garbatka-Letnisko (2),1998,5866,2841,131,,844,,,1102,1933
1407022,Głowaczów (2),1998,8375,3848,70,,541,,,1383,2870
1407032,Gniewoszów (2),1998,4807,2250,56,,398,,,753,1975
1407042,Grabów nad Pilicą (2),1998,3952,1850,21,,161,,,488,1626
1407053,Kozienice (3),1998,31701,15925,1132,,5863,,,5456,8047
1407054,Kozienice - miasto (4),1998,20387,10522,1032,,4731,,,3336,4245
1407055,Kozienice - obszar wiejski (5),1998,11314,5403,100,,1132,,,2120,3802
1407062,Magnuszew (2),1998,6589,3070,68,,452,,,964,2581
1407072,Sieciechów (2),1998,4549,2053,71,,507,,,769,1585
1408000,Powiat legionowski,1998,83009,45712,4142,,18517,,,14406,21092
1408011,Legionowo (1),1998,50101,27969,3011,,12763,,,8385,11296
1408022,Jabłonna (2),1998,7400,3935,214,,1368,,,1372,2251
1408032,Nieporęt (2),1998,8597,4821,377,,1735,,,1506,2363
1408043,Serock (3),1998,9373,5058,386,,1573,,,1546,2765
1408044,Serock - miasto (4),1998,2774,1575,83,,525,,,490,915
1408045,Serock - obszar wiejski (5),1998,6599,3483,303,,1048,,,1056,1850
1408052,Wieliszew (2),1998,7538,3929,154,,1078,,,1597,2417
1409000,Powiat lipski,1998,42549,19731,883,,4782,,,6140,14085
1409012,Chotcza (2),1998,3244,1478,19,,166,,,374,1163
1409022,Ciepielów (2),1998,6544,2982,65,,446,,,960,2529
1409033,Lipsko (3),1998,12127,5997,425,,2043,,,1749,3429
1409034,Lipsko - miasto (4),1998,5467,2902,341,,1371,,,711,1238
1409035,Lipsko - obszar wiejski (5),1998,6660,3095,84,,672,,,1038,2191
1409042,Rzeczniów (2),1998,5488,2512,60,,453,,,875,1890
1409052,Sienno (2),1998,7607,3503,142,,740,,,1202,2633
1409062,Solec nad Wisłą (2),1998,7539,3259,172,,934,,,980,2441
1410000,Powiat łosicki,1998,35826,17309,640,,4011,,,4804,13346
1410012,Huszlew (2),1998,3724,1757,25,,265,,,450,1820
1410023,Łosice (3),1998,11261,5577,349,,1958,,,1445,3498
1410024,Łosice - miasto (4),1998,6780,3412,311,,1522,,,859,1705
1410025,Łosice - obszar wiejski (5),1998,4481,2165,38,,436,,,586,1793
1410032,Olszanka (2),1998,3741,1707,36,,308,,,498,1607
1410042,Platerów (2),1998,5776,2847,56,,433,,,886,2249
1410052,Sarnaki (2),1998,5847,2785,112,,574,,,785,2231
1410062,Stara Kornica (2),1998,5477,2636,62,,473,,,740,1941
1411000,Powiat makowski,1998,50202,24053,883,,6609,,,6697,17222
1411011,Maków Mazowiecki (1),1998,9853,4984,411,,2320,,,1312,2609
1411022,Czerwonka (2),1998,2913,1388,24,,259,,,352,1183
1411032,Karniewo (2),1998,5836,2816,56,,554,,,915,2061
1411042,Krasnosielc (2),1998,7141,3296,90,,690,,,813,2487
1411052,Młynarze (2),1998,1926,891,16,,175,,,239,758
1411062,Płoniawy-Bramura (2),1998,6541,3120,85,,732,,,921,2277
1411073,Różan (3),1998,4677,2224,92,,782,,,627,1442
1411074,Różan - miasto (4),1998,2756,1320,80,,600,,,336,788
1411075,Różan - obszar wiejski (5),1998,1921,904,12,,182,,,291,654
1411082,Rzewnie (2),1998,3090,1421,16,,243,,,388,1252
1411092,Sypniewo (2),1998,3971,1893,42,,421,,,560,1414
1411102,Szelków (2),1998,4254,2020,51,,433,,,570,1739
1412000,Powiat miński,1998,143604,74611,4764,,24900,,,24526,43397
1412011,Mińsk Mazowiecki (1),1998,34094,18791,1972,,9172,,,5374,8055
1412021,Sulejówek (1),1998,16251,8981,887,,4171,,,2869,4149
1412031,Wesoła (1),1998,9766,5424,866,,2554,,,1427,2324
1412042,Cegłów (2),1998,6769,3391,94,,845,,,1071,2350
1412052,Dębe Wielkie (2),1998,7635,3898,76,,810,,,1523,2391
1412062,Dobre (2),1998,6335,3072,34,,477,,,1087,2475
1412072,Halinów (2),1998,10169,5372,188,,1406,,,1895,3395
1412082,Jakubów (2),1998,5208,2476,37,,496,,,923,1876
1412093,Kałuszyn (3),1998,6672,3278,75,,713,,,1059,2251
1412094,Kałuszyn - miasto (4),1998,2852,1481,53,,408,,,470,916
1412095,Kałuszyn - obszar wiejski (5),1998,3820,1797,22,,305,,,589,1335
1412102,Latowicz (2),1998,6037,2864,39,,482,,,1086,2088
1412112,Mińsk Mazowiecki (2),1998,11928,6111,150,,1412,,,2400,3875
1412122,Mrozy (2),1998,9449,4597,207,,1186,,,1545,3332
1412132,Siennica (2),1998,7226,3405,88,,730,,,1210,2571
1412142,Stanisławów (2),1998,6065,2951,51,,446,,,1057,2265
1413000,Powiat mławski,1998,74358,36860,1512,,10855,,,12104,22657
1413011,Mława (1),1998,28140,14504,1125,,6815,,,4350,7153
1413022,Dzierzgowo (2),1998,3925,1912,31,,331,,,563,1391
1413032,Lipowiec Kościelny (2),1998,5371,2670,33,,441,,,1036,1632
1413042,Radzanów (2),1998,3848,1829,40,,280,,,555,1379
1413052,Strzegowo (2),1998,8414,4056,91,,798,,,1235,2989
1413062,Stupsk (2),1998,5304,2551,33,,520,,,891,1849
1413072,Szreńsk (2),1998,4712,2268,42,,426,,,753,1515
1413082,Szydłowo (2),1998,5015,2394,36,,394,,,896,1696
1413092,Wieczfnia Kościelna (2),1998,4365,2096,33,,371,,,814,1498
1413102,Wiśniewo (2),1998,5264,2580,48,,479,,,1011,1555
1414000,Powiat nowodworski,1998,72832,38415,2360,,12573,,,12691,20960
1414011,Nowy Dwór Mazowiecki (1),1998,26461,14855,1500,,6580,,,4392,6100
1414022,Czosnów (2),1998,7709,4036,186,,904,,,1501,2473
1414032,Leoncin (2),1998,4971,2513,56,,475,,,875,1620
1414043,Nasielsk (3),1998,18286,9129,277,,2422,,,3178,5891
1414044,Nasielsk - miasto (4),1998,6551,3411,193,,1318,,,1077,1732
1414045,Nasielsk - obszar wiejski (5),1998,11735,5718,84,,1104,,,2101,4159
1414052,Pomiechówek (2),1998,8821,4525,226,,1432,,,1657,2657
1414063,Zakroczym (3),1998,6584,3357,115,,760,,,1088,2219
1414064,Zakroczym - miasto (4),1998,3615,1843,81,,484,,,608,1205
1414065,Zakroczym - obszar wiejski (5),1998,2969,1514,34,,276,,,480,1014
1415000,Powiat ostrołęcki,1998,81808,39633,669,,6482,,,11926,28451
1415012,Baranowo (2),1998,7265,3662,49,,543,,,943,2458
1415022,Czarnia (2),1998,2685,1214,13,,103,,,318,778
1415032,Czerwin (2),1998,5954,2792,48,,514,,,823,2261
1415042,Goworowo (2),1998,9614,4563,68,,702,,,1594,3667
1415052,Kadzidło (2),1998,10322,5040,94,,865,,,1631,3684
1415062,Lelis (2),1998,7374,3559,38,,432,,,1250,2472
1415072,Łyse (2),1998,7661,3679,52,,466,,,700,2719
1415083,Myszyniec (3),1998,10004,4933,77,,727,,,1234,3525
1415084,Myszyniec - miasto (4),1998,2668,1344,61,,461,,,339,798
1415085,Myszyniec - obszar wiejski (5),1998,7336,3589,16,,266,,,895,2727
1415092,Olszewo-Borki (2),1998,7493,3619,80,,686,,,1234,2380
1415102,Rzekuń (2),1998,8110,4074,106,,979,,,1416,2653
1415112,Troszyn (2),1998,5326,2498,44,,465,,,783,1854
1416000,Powiat ostrowski,1998,77254,37639,1550,,9805,,,11227,25518
1416011,Ostrów Mazowiecka (1),1998,20135,10470,818,,4687,,,3012,5125
1416022,Andrzejewo (2),1998,4914,2332,29,,355,,,672,1997
1416032,Boguty-Pianki (2),1998,3244,1514,25,,251,,,538,1105
1416043,Brok (3),1998,2844,1311,35,,315,,,404,907
1416044,Brok - miasto (4),1998,1847,852,31,,243,,,292,534
1416045,Brok - obszar wiejski (5),1998,997,459,4,,72,,,112,373
1416052,Małkinia Górna (2),1998,12703,6262,205,,1655,,,2060,4205
1416062,Nur (2),1998,3952,1892,33,,224,,,423,1505
1416072,Ostrów Mazowiecka (2),1998,13622,6435,301,,1303,,,1768,4970
1416082,Stary Lubotyń (2),1998,4346,2027,26,,251,,,624,1510
1416092,Szulborze Wielkie (2),1998,1976,933,7,,108,,,270,792
1416102,Wąsewo (2),1998,5147,2413,40,,398,,,725,1809
1416112,Zaręby Kościelne (2),1998,4371,2050,31,,258,,,731,1593
1417000,Powiat otwocki,1998,108847,58024,4522,,22659,,,19289,29980
1417011,Józefów (1),1998,14302,7717,1010,,3707,,,2233,3547
1417021,Otwock (1),1998,45115,25286,2532,,12244,,,7629,11404
1417032,Celestynów (2),1998,9509,5020,214,,1546,,,1938,2591
1417043,Karczew (3),1998,14296,7449,414,,2497,,,2721,4124
1417044,Karczew - miasto (4),1998,8804,4742,368,,1981,,,1572,2317
1417045,Karczew - obszar wiejski (5),1998,5492,2707,46,,516,,,1149,1807
1417052,Kołbiel (2),1998,7939,3885,79,,743,,,1599,2534
1417062,Osieck (2),1998,3980,1841,26,,276,,,684,1309
1417072,Sobienie-Jeziory (2),1998,6103,2985,66,,671,,,1090,2011
1417082,Wiązowna (2),1998,7603,3841,181,,975,,,1395,2460
1418000,Powiat piaseczyński,1998,97019,51479,4191,,19922,,,16216,29128
1418013,Góra Kalwaria (3),1998,22292,11316,611,,3722,,,3845,7100
1418014,Góra Kalwaria - miasto (4),1998,10652,5381,398,,2279,,,1747,3168
1418015,Góra Kalwaria - obszar wiejski (5),1998,11640,5935,213,,1443,,,2098,3932
1418023,Konstancin-Jeziorna (3),1998,21891,11385,1021,,4904,,,3149,7050
1418024,Konstancin-Jeziorna - miasto (4),1998,16211,8508,913,,4153,,,2243,4891
1418025,Konstancin-Jeziorna - obszar wiejski (5),1998,5680,2877,108,,751,,,906,2159
1418032,Lesznowola (2),1998,8972,4738,303,,1456,,,1666,2710
1418043,Piaseczno (3),1998,37313,20616,2208,,9185,,,6137,10128
1418044,Piaseczno - miasto (4),1998,24176,13759,1730,,6819,,,3863,5981
1418045,Piaseczno - obszar wiejski (5),1998,13137,6857,478,,2366,,,2274,4147
1418052,Prażmów (2),1998,6551,3424,48,,655,,,1419,2140
1419000,Powiat płocki,1998,107015,53036,1133,,9744,,,17948,37897
1419012,Bielsk (2),1998,8780,4391,95,,806,,,1574,3034
1419022,Bodzanów (2),1998,8686,4284,71,,852,,,1444,2983
1419032,Brudzeń Duży (2),1998,7651,3794,57,,546,,,1392,2874
1419042,Bulkowo (2),1998,6616,3159,40,,440,,,1123,2455
1419053,Drobin (3),1998,9283,4584,78,,708,,,1427,3141
1419054,Drobin - miasto (4),1998,3006,1493,48,,386,,,455,900
1419055,Drobin - obszar wiejski (5),1998,6277,3091,30,,322,,,972,2241
1419063,Gąbin (3),1998,10973,5425,203,,1313,,,1652,3864
1419064,Gąbin - miasto (4),1998,4360,2181,160,,778,,,668,1473
1419065,Gąbin - obszar wiejski (5),1998,6613,3244,43,,535,,,984,2391
1419072,Łąck (2),1998,4788,2400,65,,458,,,800,1670
1419082,Mała Wieś (2),1998,6746,3248,69,,566,,,992,2659
1419092,Nowy Duninów (2),1998,3975,2021,29,,313,,,645,1547
1419102,Radzanowo (2),1998,6851,3399,69,,593,,,1436,2046
1419112,Słubice (2),1998,4897,2436,36,,307,,,634,1770
1419122,Słupno (2),1998,4361,2171,39,,444,,,767,1522
1419132,Stara Biała (2),1998,8749,4510,103,,943,,,1737,2801
1419142,Staroźreby (2),1998,8068,3998,72,,676,,,1321,2929
1419153,Wyszogród (3),1998,6591,3216,107,,779,,,1004,2602
1419154,Wyszogród - miasto (4),1998,2816,1421,82,,463,,,432,997
1419155,Wyszogród - obszar wiejski (5),1998,3775,1795,25,,316,,,572,1605
1420000,Powiat płoński,1998,90441,45627,1602,,11207,,,13264,32332
1420011,Płońsk (1),1998,20360,10835,913,,4890,,,2971,5298
1420021,Raciąż (1),1998,4508,2235,125,,815,,,598,1433
1420032,Baboszewo (2),1998,8073,4098,84,,775,,,1233,3070
1420042,Czerwińsk nad Wisłą (2),1998,8809,4290,74,,717,,,1242,3749
1420052,Dzierzążnia (2),1998,4282,2178,40,,366,,,642,1644
1420062,Joniec (2),1998,2877,1437,19,,246,,,426,1216
1420072,Naruszewo (2),1998,7387,3654,62,,477,,,1137,2928
1420082,Nowe Miasto (2),1998,5199,2483,50,,496,,,669,1976
1420092,Płońsk (2),1998,7089,3590,45,,645,,,1111,2801
1420102,Raciąż (2),1998,9887,4885,66,,671,,,1408,3825
1420112,Sochocin (2),1998,6352,3095,62,,665,,,944,2340
1420122,Załuski (2),1998,5618,2847,62,,444,,,883,2052
1421000,Powiat pruszkowski,1998,129427,71971,8434,,33735,,,20274,33211
1421011,Piastów (1),1998,23983,13360,1685,,6824,,,3766,5617
1421021,Pruszków (1),1998,53394,30335,3591,,15745,,,8119,12921
1421033,Brwinów (3),1998,18790,10201,1434,,4398,,,2876,5292
1421034,Brwinów - miasto (4),1998,10935,5870,936,,2931,,,1574,2865
1421035,Brwinów - obszar wiejski (5),1998,7855,4331,498,,1467,,,1302,2427
1421042,Michałowice (2),1998,10359,5515,900,,2527,,,1479,2563
1421052,Nadarzyn (2),1998,6519,3360,184,,988,,,1129,2130
1421062,Raszyn (2),1998,16382,9200,640,,3253,,,2905,4688
1422000,Powiat przasnyski,1998,55787,27511,1160,,7465,,,7566,17441
1422011,Przasnysz (1),1998,16557,8702,806,,3951,,,2097,4054
1422023,Chorzele (3),1998,10766,5081,106,,917,,,1149,3556
1422024,Chorzele - miasto (4),1998,2685,1300,61,,491,,,301,857
1422025,Chorzele - obszar wiejski (5),1998,8081,3781,45,,426,,,848,2699
1422032,Czernice Borowe (2),1998,4470,2147,36,,480,,,658,1734
1422042,Jednorożec (2),1998,7392,3596,59,,579,,,1052,2201
1422052,Krasne (2),1998,4622,2226,60,,442,,,751,1604
1422062,Krzynowłoga Mała (2),1998,4167,1956,39,,413,,,576,1418
1422072,Przasnysz (2),1998,7813,3803,54,,683,,,1283,2874
1423000,Powiat przysuski,1998,47613,22768,783,,4849,,,6799,15221
1423012,Borkowice (2),1998,5502,2575,101,,630,,,825,1910
1423022,Gielniów (2),1998,5312,2616,40,,398,,,814,1798
1423032,Klwów (2),1998,4081,1917,44,,277,,,541,1116
1423042,Odrzywół (2),1998,4629,2078,78,,383,,,446,1615
1423052,Potworów (2),1998,4398,2009,31,,224,,,582,1578
1423063,Przysucha (3),1998,13121,6511,388,,2233,,,1980,3566
1423064,Przysucha - miasto (4),1998,6016,3034,301,,1416,,,854,1457
1423065,Przysucha - obszar wiejski (5),1998,7105,3477,87,,817,,,1126,2109
1423072,Rusinów (2),1998,4651,2264,43,,290,,,677,1667
1423082,Wieniawa (2),1998,5919,2798,58,,414,,,934,1971
1424000,Powiat pułtuski,1998,50795,24733,1140,,6945,,,7467,17410
1424012,Gzy (2),1998,4450,2101,45,,397,,,744,1570
1424022,Obryte (2),1998,5032,2351,37,,382,,,681,1811
1424032,Pokrzywnica (2),1998,4903,2332,52,,401,,,718,1883
1424043,Pułtusk (3),1998,22183,11156,845,,4536,,,3140,6557
1424044,Pułtusk - miasto (4),1998,17553,8973,788,,4002,,,2449,4807
1424045,Pułtusk - obszar wiejski (5),1998,4630,2183,57,,534,,,691,1750
1424052,Świercze (2),1998,4853,2388,35,,458,,,838,1847
1424062,Winnica (2),1998,4439,2004,82,,371,,,611,1989
1424072,Zatory (2),1998,4935,2401,44,,400,,,735,1753
1425000,Powiat radomski,1998,134669,64753,2312,,14793,,,22316,44891
1425011,Pionki (1),1998,20327,10606,1017,,4466,,,3384,5072
1425022,Gózd (2),1998,6819,3182,42,,431,,,1164,2286
1425033,Iłża (3),1998,16551,8218,341,,2352,,,2326,5717
1425034,Iłża - miasto (4),1998,5315,2800,244,,1240,,,780,1484
1425035,Iłża - obszar wiejski (5),1998,11236,5418,97,,1112,,,1546,4233
1425042,Jastrzębia (2),1998,5867,2711,45,,427,,,1064,1963
1425052,Jedlińsk (2),1998,11718,5517,119,,777,,,1882,4120
1425062,Jedlnia-Letnisko (2),1998,9522,4539,147,,1249,,,1733,2960
1425072,Kowala (2),1998,8935,4227,80,,750,,,1663,2999
1425082,Pionki (2),1998,9901,4695,90,,881,,,1793,3527
1425092,Przytyk (2),1998,7022,3201,71,,427,,,1009,2725
1425103,Skaryszew (3),1998,11910,5493,95,,831,,,1962,4602
